timestamp: ADC HeartRate4sAverage HeartRate30sAverage HRV8sAverage
1477480585.663:    143  70   9  852
1477480585.666:    143  70   9  852
1477480585.667:    144  70   9  852
1477480585.669:    144  70   9  852
1477480585.671:    143  70   9  852
1477480585.673:    144  70   9  852
1477480585.684:    148  70   9  852
1477480585.684:    152  70   9  852
1477480585.685:    156  70   9  852
1477480585.686:    162  70   9  852
1477480585.687:    174  70   9  852
1477480585.689:    195  70   9  852
1477480585.691:    218  70   9  852
1477480585.692:    233  70   9  852
1477480585.709:    238  70   9  852
1477480585.710:    241  70   9  852
1477480585.711:    252  70   9  852
1477480585.711:    272  70   9  852
1477480585.712:    292  70   9  852
1477480585.713:    304  70   9  852
1477480585.713:    308  70   9  852
1477480585.714:    311  70   9  852
1477480585.714:    315  70   9  852
1477480585.715:    319  70   9  852
1477480585.715:    319  70   9  852
1477480585.716:    315  70   9  852
1477480585.716:    306  70   9  852
1477480585.717:    297  70   9  852
1477480585.718:    287  70   9  852
1477480585.720:    283  70   9  852
1477480585.726:    287  70   9  852
1477480585.727:    298  70   9  852
1477480585.727:    314  70   9  852
1477480585.728:    328  70   9  852
1477480585.730:    335  70   9  852
1477480585.733:    338  70   9  852
1477480585.746:    347  70   9  852
1477480585.747:    369  70   9  852
1477480585.747:    402  70   9  852
1477480585.747:    433  70   9  852
1477480585.748:    452  70   9  852
1477480585.748:    464  70   9  852
1477480585.749:    482  70   9  852
1477480585.749:    512  70   9  852
1477480585.751:    548  70   9  852
1477480585.754:    571  70   9  852
1477480585.765:    571  70   9  852
1477480585.766:    544  70   9  852
1477480585.768:    495  70   9  852
1477480585.770:    427  70   9  852
1477480585.771:    339  70   9  852
1477480585.772:    236  70   9  852
1477480585.773:    125  70   9  852
1477480585.773:     13  70   9  852
1477480585.774:    -97  70   9  852
1477480585.775:   -199  70   9  852
1477480585.775:   -286  70   9  852
1477480585.776:   -350  70   9  852
1477480585.778:   -392  70   9  852
1477480585.780:   -422  70   9  852
1477480585.781:   -448  70   9  852
1477480585.785:   -475  70   9  852
1477480585.786:   -500  70   9  852
1477480585.793:   -524  70   9  852
1477480585.794:   -556  70   9  852
1477480585.795:   -599  70   9  852
1477480585.795:   -646  70   9  852
1477480585.796:   -680  70   9  852
1477480585.800:   -688  70   9  852
1477480585.801:   -677  70   9  852
1477480585.802:   -666  70   9  852
1477480585.804:   -663  70   9  852
1477480585.809:   -659  70   9  852
1477480585.809:   -633  70   9  852
1477480585.810:   -578  70   9  852
1477480585.811:   -505  70   9  852
1477480585.812:   -432  70   9  852
1477480585.815:   -368  70   9  852
1477480585.831:   -308  70   9  852
1477480585.832:   -243  70   9  852
1477480585.832:   -174  70   9  852
1477480585.832:   -107  70   9  852
1477480585.832:    -49  70   9  852
1477480585.832:     -4  70   9  852
1477480585.832:     25  70   9  852
1477480585.833:     37  70   9  852
1477480585.833:     33  70   9  852
1477480585.834:     21  70   9  852
1477480585.835:      9  70   9  852
1477480585.840:      5  70   9  852
1477480585.840:     11  70   9  852
1477480585.842:     22  70   9  852
1477480585.844:     32  70   9  852
1477480585.852:     40  70   9  852
1477480585.867:     46  70   9  852
1477480585.868:     58  70   9  852
1477480585.868:     75  70   9  852
1477480585.869:     90  70   9  852
1477480585.871:     97  70   9  852
1477480585.872:     94  70   9  852
1477480585.873:     91  70   9  852
1477480585.873:     98  70   9  852
1477480585.874:    114  70   9  852
1477480585.874:    128  70   9  852
1477480585.875:    126  70   9  852
1477480585.876:    111  70   9  852
1477480585.876:     94  70   9  852
1477480585.877:     84  70   9  852
1477480585.878:     73  70   9  852
1477480585.881:     42  70   9  852
1477480585.890:    -23  70   9  852
1477480585.890:   -116  70   9  852
1477480585.890:   -222  70   9  852
1477480585.890:   -319  70   9  852
1477480585.890:   -382  70   9  852
1477480585.891:   -373  70   9  852
1477480585.892:   -249  70   9  852
1477480585.894:     -5  70   9  852
1477480585.895:    281  70   9  852
1477480585.897:    454  70   9  852
1477480585.900:    396  70   9  852
1477480585.906:    123  70   9  852
1477480585.906:   -235  70   9  852
1477480585.907:   -595  70   9  852
1477480585.908:  -1049  70   9  852
1477480585.910:  -1849  70   9  852
1477480585.912:  -3229  70   9  852
1477480585.913:  -5261  70   9  852
1477480585.915:  -7866  70   9  852
1477480585.937: -10880  70   9  852
1477480585.940: -14066  70   9  852
1477480585.941: -17092  70   9  852
1477480585.954: -19606  70   9  852
1477480585.954: -21397  70   9  852
1477480585.955: -22428  70   9  852
1477480585.955: -22663  70   9  852
1477480585.955: -21883  70   9  852
1477480585.955: -19800  70   9  852
1477480585.956: -16438  70   9  852
1477480585.956: -12358  70   9  852
1477480585.956:  -8395  70   9  852
1477480585.956:  -5116  70   9  852
1477480585.956:  -2551  70   9  852
1477480585.957:   -444  70   9  852
1477480585.957:   1306  70   9  852
1477480585.957:   2512  70   9  852
1477480585.957:   2979  70   9  852
1477480585.957:   2812  70   9  852
1477480585.958:   2391  70   9  852
1477480585.958:   2099  70   9  852
1477480585.958:   2096  70   9  852
1477480585.960:   2352  70   9  852
1477480585.962:   2790  70   9  852
1477480585.963:   3349  70   9  852
1477480585.966:   3948  70   9  852
1477480585.967:   4457  70   9  852
1477480585.970:   4760  70   9  852
1477480585.972:   4824  70   9  852
1477480585.973:   4716  70   9  852
1477480585.976:   4540  70   9  852
1477480585.980:   4379  70   9  852
1477480585.981:   4268  70   9  852
1477480585.982:   4225  70   9  852
1477480585.987:   4251  70   9  852
1477480586.032:   4326  70   9  852
1477480586.032:   4403  70   9  852
1477480586.033:   4431  70   9  852
1477480586.034:   4384  70   9  852
1477480586.034:   4273  70   9  852
1477480586.035:   4134  70   9  852
1477480586.035:   4002  70   9  852
1477480586.038:   3899  69   9  855
1477480586.039:   3829  69   9  855
1477480586.039:   3788  69   9  855
1477480586.040:   3767  69   9  855
1477480586.041:   3749  69   9  855
1477480586.042:   3713  69   9  855
1477480586.042:   3653  69   9  855
1477480586.043:   3574  69   9  855
1477480586.043:   3487  69   9  855
1477480586.059:   3401  69   9  855
1477480586.059:   3321  69   9  855
1477480586.059:   3252  69   9  855
1477480586.060:   3199  69   9  855
1477480586.060:   3160  69   9  855
1477480586.060:   3125  69   9  855
1477480586.060:   3082  69   9  855
1477480586.060:   3025  69   9  855
1477480586.061:   2962  69   9  855
1477480586.061:   2900  69   9  855
1477480586.063:   2843  69   9  855
1477480586.064:   2789  69   9  855
1477480586.065:   2737  69   9  855
1477480586.065:   2690  69   9  855
1477480586.066:   2652  69   9  855
1477480586.066:   2621  69   9  855
1477480586.068:   2589  69   9  855
1477480586.068:   2553  69   9  855
1477480586.071:   2511  69   9  855
1477480586.072:   2466  69   9  855
1477480586.072:   2421  69   9  855
1477480586.072:   2378  69   9  855
1477480586.073:   2334  69   9  855
1477480586.073:   2292  69   9  855
1477480586.073:   2253  69   9  855
1477480586.073:   2215  69   9  855
1477480586.074:   2180  69   9  855
1477480586.074:   2145  69   9  855
1477480586.074:   2112  69   9  855
1477480586.076:   2079  69   9  855
1477480586.077:   2044  69   9  855
1477480586.079:   2007  69   9  855
1477480586.089:   1973  69   9  855
1477480586.089:   1944  69   9  855
1477480586.090:   1919  69   9  855
1477480586.090:   1890  69   9  855
1477480586.091:   1858  69   9  855
1477480586.092:   1827  69   9  855
1477480586.092:   1804  69   9  855
1477480586.094:   1782  69   9  855
1477480586.096:   1754  69   9  855
1477480586.100:   1718  69   9  855
1477480586.127:   1682  69   9  855
1477480586.127:   1657  69   9  855
1477480586.127:   1642  69   9  855
1477480586.128:   1624  69   9  855
1477480586.128:   1598  69   9  855
1477480586.128:   1570  69   9  855
1477480586.128:   1551  69   9  855
1477480586.128:   1545  69   9  855
1477480586.128:   1544  69   9  855
1477480586.128:   1538  69   9  855
1477480586.129:   1524  69   9  855
1477480586.129:   1506  69   9  855
1477480586.129:   1490  69   9  855
1477480586.129:   1476  69   9  855
1477480586.129:   1461  69   9  855
1477480586.130:   1439  69   9  855
1477480586.132:   1409  69   9  855
1477480586.135:   1378  69   9  855
1477480586.135:   1355  69   9  855
1477480586.137:   1339  69   9  855
1477480586.138:   1326  69   9  855
1477480586.140:   1307  69   9  855
1477480586.142:   1287  69   9  855
1477480586.144:   1274  69   9  855
1477480586.156:   1270  69   9  855
1477480586.156:   1267  69   9  855
1477480586.157:   1252  69   9  855
1477480586.157:   1228  69   9  855
1477480586.157:   1206  69   9  855
1477480586.158:   1194  69   9  855
1477480586.160:   1191  69   9  855
1477480586.160:   1187  69   9  855
1477480586.165:   1177  69   9  855
1477480586.165:   1167  69   9  855
1477480586.166:   1162  69   9  855
1477480586.168:   1161  69   9  855
1477480586.169:   1157  69   9  855
1477480586.174:   1148  69   9  855
1477480586.174:   1138  69   9  855
1477480586.175:   1129  69   9  855
1477480586.177:   1117  69   9  855
1477480586.179:   1100  69   9  855
1477480586.190:   1081  69   9  855
1477480586.190:   1071  69   9  855
1477480586.190:   1068  69   9  855
1477480586.190:   1066  69   9  855
1477480586.190:   1059  69   9  855
1477480586.193:   1050  69   9  855
1477480586.195:   1047  69   9  855
1477480586.199:   1049  69   9  855
1477480586.210:   1048  69   9  855
1477480586.210:   1039  69   9  855
1477480586.210:   1024  69   9  855
1477480586.210:   1014  69   9  855
1477480586.210:   1005  69   9  855
1477480586.210:    991  69   9  855
1477480586.245:    967  69   9  855
1477480586.246:    940  69   9  855
1477480586.246:    920  69   9  855
1477480586.247:    905  69   9  855
1477480586.247:    891  69   9  855
1477480586.248:    870  69   9  855
1477480586.248:    842  69   9  855
1477480586.249:    814  69   9  855
1477480586.249:    789  69   9  855
1477480586.250:    767  69   9  855
1477480586.251:    742  69   9  855
1477480586.252:    711  69   9  855
1477480586.253:    670  69   9  855
1477480586.253:    622  69   9  855
1477480586.253:    572  69   9  855
1477480586.254:    526  69   9  855
1477480586.254:    487  69   9  855
1477480586.255:    449  69   9  855
1477480586.255:    407  69   9  855
1477480586.256:    354  69   9  855
1477480586.256:    288  69   9  855
1477480586.257:    212  69   9  855
1477480586.257:    131  69   9  855
1477480586.258:     49  69   9  855
1477480586.258:    -41  69   9  855
1477480586.260:   -146  69   9  855
1477480586.261:   -269  69   9  855
1477480586.262:   -398  69   9  855
1477480586.294:   -523  69   9  855
1477480586.294:   -649  69   9  855
1477480586.297:   -791  69   9  855
1477480586.298:   -960  69   9  855
1477480586.299:  -1147  69   9  855
1477480586.299:  -1336  69   9  855
1477480586.300:  -1517  69   9  855
1477480586.301:  -1694  69   9  855
1477480586.301:  -1875  69   9  855
1477480586.302:  -2058  69   9  855
1477480586.303:  -2232  69   9  855
1477480586.303:  -2382  69   9  855
1477480586.304:  -2502  69   9  855
1477480586.305:  -2592  69   9  855
1477480586.306:  -2657  69   9  855
1477480586.306:  -2699  69   9  855
1477480586.307:  -2722  69   9  855
1477480586.308:  -2728  69   9  855
1477480586.309:  -2715  69   9  855
1477480586.309:  -2679  69   9  855
1477480586.310:  -2622  69   9  855
1477480586.311:  -2549  69   9  855
1477480586.312:  -2470  69   9  855
1477480586.312:  -2387  69   9  855
1477480586.314:  -2295  69   9  855
1477480586.317:  -2191  69   9  855
1477480586.317:  -2077  69   9  855
1477480586.318:  -1955  69   9  855
1477480586.320:  -1828  69   9  855
1477480586.324:  -1698  69   9  855
1477480586.338:  -1569  69   9  855
1477480586.423:  -1450  69   9  855
1477480586.424:  -1346  69   9  855
1477480586.424:  -1249  69   9  855
1477480586.424:  -1149  69   9  855
1477480586.424:  -1040  69   9  855
1477480586.424:   -934  69   9  855
1477480586.424:   -842  69   9  855
1477480586.424:   -766  69   9  855
1477480586.425:   -694  69   9  855
1477480586.425:   -618  69   9  855
1477480586.425:   -542  69   9  855
1477480586.425:   -477  69   9  855
1477480586.425:   -429  69   9  855
1477480586.425:   -392  69   9  855
1477480586.426:   -360  69   9  855
1477480586.426:   -331  69   9  855
1477480586.426:   -306  69   9  855
1477480586.426:   -287  69   9  855
1477480586.426:   -274  69   9  855
1477480586.439:   -266  69   9  855
1477480586.439:   -262  69   9  855
1477480586.440:   -261  69   9  855
1477480586.440:   -261  69   9  855
1477480586.440:   -258  69   9  855
1477480586.440:   -254  69   9  855
1477480586.440:   -255  69   9  855
1477480586.441:   -261  69   9  855
1477480586.441:   -270  69   9  855
1477480586.441:   -277  69   9  855
1477480586.441:   -281  69   9  855
1477480586.441:   -285  69   9  855
1477480586.442:   -293  69   9  855
1477480586.442:   -304  69   9  855
1477480586.442:   -313  69   9  855
1477480586.442:   -318  69   9  855
1477480586.443:   -320  69   9  855
1477480586.443:   -324  69   9  855
1477480586.443:   -333  69   9  855
1477480586.443:   -343  69   9  855
1477480586.443:   -350  69   9  855
1477480586.443:   -354  69   9  855
1477480586.444:   -360  69   9  855
1477480586.444:   -375  69   9  855
1477480586.444:   -398  69   9  855
1477480586.444:   -420  69   9  855
1477480586.444:   -435  69   9  855
1477480586.444:   -440  69   9  855
1477480586.444:   -440  69   9  855
1477480586.445:   -442  69   9  855
1477480586.445:   -445  69   9  855
1477480586.445:   -447  69   9  855
1477480586.445:   -444  69   9  855
1477480586.446:   -437  69   9  855
1477480586.446:   -431  69   9  855
1477480586.446:   -430  69   9  855
1477480586.446:   -434  69   9  855
1477480586.446:   -440  69   9  855
1477480586.447:   -444  69   9  855
1477480586.447:   -447  69   9  855
1477480586.447:   -447  69   9  855
1477480586.447:   -444  69   9  855
1477480586.448:   -433  69   9  855
1477480586.449:   -414  69   9  855
1477480586.461:   -391  69   9  855
1477480586.461:   -374  69   9  855
1477480586.461:   -367  69   9  855
1477480586.461:   -364  69   9  855
1477480586.463:   -353  69   9  855
1477480586.463:   -331  69   9  855
1477480586.464:   -309  69   9  855
1477480586.464:   -299  69   9  855
1477480586.465:   -303  69   9  855
1477480586.465:   -308  69   9  855
1477480586.472:   -302  69   9  855
