timestamp: ADC HeartRate4sAverage HeartRate30sAverage HRV8sAverage
1477480591.933:    382  69   9  865
1477480591.934:    383  69   9  865
1477480591.936:    371  69   9  865
1477480591.966:    345  69   9  865
1477480591.969:    320  69   9  865
1477480591.969:    304  69   9  865
1477480591.970:    294  69   9  865
1477480591.971:    274  69   9  865
1477480591.973:    231  69   9  865
1477480591.974:    173  69   9  865
1477480591.974:    112  69   9  865
1477480591.975:     47  69   9  865
1477480591.976:    -11  69   9  865
1477480591.976:    -21  69   9  865
1477480591.977:     91  69   9  865
1477480591.977:    357  69   9  865
1477480591.978:    705  69   9  865
1477480591.992:    958  69   9  865
1477480591.992:    970  69   9  865
1477480591.992:    751  69   9  865
1477480591.992:    441  69   9  865
1477480591.992:    153  69   9  865
1477480591.992:   -190  69   9  865
1477480591.993:   -848  69   9  865
1477480591.993:  -2084  69   9  865
1477480591.993:  -3994  69   9  865
1477480591.993:  -6498  69   9  865
1477480591.993:  -9431  69   9  865
1477480591.993: -12597  69   9  865
1477480591.993: -15731  69   9  865
1477480591.994: -18507  69   9  865
1477480591.994: -20637  69   9  865
1477480591.994: -21978  69   9  865
1477480591.996: -22477  69   9  865
1477480591.997: -21999  69   9  865
1477480592.001: -20311  69   9  865
1477480592.001: -17341  69   9  865
1477480592.003: -13460  69   9  865
1477480592.009:  -9419  69   9  865
1477480592.009:  -5896  69   9  865
1477480592.009:  -3106  69   9  865
1477480592.015:   -863  69   9  865
1477480592.015:   1021  69   9  865
1477480592.016:   2449  69   9  865
1477480592.017:   3191  69   9  865
1477480592.019:   3229  69   9  865
1477480592.021:   2874  69   9  865
1477480592.042:   2550  69   9  865
1477480592.043:   2498  69   9  865
1477480592.044:   2717  69   9  865
1477480592.047:   3113  69   9  865
1477480592.048:   3618  69   9  865
1477480592.049:   4182  69   9  865
1477480592.049:   4705  69   9  865
1477480592.050:   5062  69   9  865
1477480592.065:   5188  69   9  865
1477480592.065:   5119  69   9  865
1477480592.065:   4958  69   9  865
1477480592.066:   4795  69   9  865
1477480592.066:   4677  69   9  865
1477480592.066:   4622  69   9  865
1477480592.066:   4637  69   9  865
1477480592.067:   4707  69   9  865
1477480592.067:   4787  69   9  865
1477480592.067:   4825  69   9  865
1477480592.068:   4792  69   9  865
1477480592.068:   4701  69   9  865
1477480592.068:   4588  69   9  865
1477480592.068:   4475  69   9  865
1477480592.071:   4368  69   9  865
1477480592.071:   4266  69   9  865
1477480592.071:   4183  69   9  865
1477480592.072:   4140  69   9  865
1477480592.073:   4130  69   9  865
1477480592.079:   4117  69   9  865
1477480592.091:   4065  69   9  865
1477480592.091:   3968  69   9  865
1477480592.092:   3854  69   9  865
1477480592.092:   3751  69   9  865
1477480592.092:   3672  69   9  865
1477480592.092:   3610  69   9  865
1477480592.093:   3555  69   9  865
1477480592.094:   3503  69   9  865
1477480592.097:   3451  69   9  865
1477480592.097:   3398  69   9  865
1477480592.099:   3345  69   9  865
1477480592.100:   3294  69   9  865
1477480592.101:   3246  69   9  865
1477480592.106:   3196  69   9  865
1477480592.107:   3141  69   9  865
1477480592.111:   3083  69   9  865
1477480592.112:   3030  69   9  865
1477480592.114:   2986  69   9  865
1477480592.115:   2948  69   9  865
1477480592.116:   2907  69   9  865
1477480592.117:   2861  69   9  865
1477480592.120:   2815  69   9  865
1477480592.160:   2773  69   9  865
1477480592.161:   2736  69   9  865
1477480592.162:   2697  69   9  865
1477480592.163:   2655  69   9  865
1477480592.164:   2614  69   9  865
1477480592.164:   2586  69   9  865
1477480592.165:   2567  69   9  865
1477480592.165:   2545  69   9  865
1477480592.166:   2510  69   9  865
1477480592.166:   2471  69   9  865
1477480592.167:   2442  69   9  865
1477480592.167:   2427  69   9  865
1477480592.168:   2412  69   9  865
1477480592.168:   2382  69   9  865
1477480592.169:   2342  69   9  865
1477480592.169:   2310  69   9  865
1477480592.170:   2291  69   9  865
1477480592.170:   2274  69   9  865
1477480592.172:   2241  69   9  865
1477480592.173:   2193  69   9  865
1477480592.173:   2149  69   9  865
1477480592.173:   2121  69   9  865
1477480592.173:   2106  69   9  865
1477480592.174:   2093  69   9  865
1477480592.174:   2075  69   9  865
1477480592.174:   2060  69   9  865
1477480592.174:   2047  69   9  865
1477480592.175:   2031  69   9  865
1477480592.176:   2004  69   9  865
1477480592.179:   1970  69   9  865
1477480592.197:   1935  69   9  865
1477480592.198:   1901  69   9  865
1477480592.199:   1861  69   9  865
1477480592.200:   1811  69   9  865
1477480592.201:   1763  69   9  865
1477480592.202:   1731  69   9  865
1477480592.202:   1717  69   9  865
1477480592.204:   1705  69   9  865
1477480592.205:   1677  69   9  865
1477480592.207:   1639  69   9  865
1477480592.208:   1612  69   9  865
1477480592.209:   1611  69   9  865
1477480592.209:   1619  69   9  865
1477480592.210:   1608  69   9  865
1477480592.211:   1569  69   9  865
1477480592.212:   1519  69   9  865
1477480592.212:   1484  69   9  865
1477480592.213:   1474  69   9  865
1477480592.228:   1476  69   9  865
1477480592.228:   1467  69   9  865
1477480592.228:   1440  69   9  865
1477480592.229:   1406  69   9  865
1477480592.229:   1382  69   9  865
1477480592.229:   1375  69   9  865
1477480592.229:   1374  69   9  865
1477480592.230:   1361  69   9  865
1477480592.231:   1333  69   9  865
1477480592.233:   1301  69   9  865
1477480592.234:   1279  69   9  865
1477480592.268:   1266  69   9  865
1477480592.269:   1250  69   9  865
1477480592.269:   1225  69   9  865
1477480592.269:   1199  69   9  865
1477480592.269:   1183  69   9  865
1477480592.270:   1179  69   9  865
1477480592.270:   1175  69   9  865
1477480592.271:   1165  69   9  865
1477480592.271:   1151  69   9  865
1477480592.272:   1139  69   9  865
1477480592.273:   1126  69   9  865
1477480592.275:   1106  69   9  865
1477480592.276:   1078  69   9  865
1477480592.276:   1047  69   9  865
1477480592.276:   1022  69   9  865
1477480592.277:   1007  69   9  865
1477480592.277:   1001  69   9  865
1477480592.277:    998  69   9  865
1477480592.278:    993  69   9  865
1477480592.279:    981  69   9  865
1477480592.280:    963  69   9  865
1477480592.282:    947  69   9  865
1477480592.282:    936  69   9  865
1477480592.285:    924  69   9  865
1477480592.286:    901  69   9  865
1477480592.287:    863  69   9  865
1477480592.291:    816  69   9  865
1477480592.294:    775  69   9  865
1477480592.295:    745  69   9  865
1477480592.295:    725  69   9  865
1477480592.297:    707  69   9  865
1477480592.312:    678  69   9  865
1477480592.313:    635  69   9  865
1477480592.314:    589  69   9  865
1477480592.314:    549  69   9  865
1477480592.314:    518  69   9  865
1477480592.315:    483  69   9  865
1477480592.315:    432  69   9  865
1477480592.315:    363  69   9  865
1477480592.317:    290  69   9  865
1477480592.317:    224  69   9  865
1477480592.322:    165  69   9  865
1477480592.323:    106  69   9  865
1477480592.330:     42  69   9  865
1477480592.330:    -25  69   9  865
1477480592.330:   -101  69   9  865
1477480592.330:   -196  69   9  865
1477480592.331:   -313  69   9  865
1477480592.334:   -447  69   9  865
1477480592.334:   -587  69   9  865
1477480592.336:   -730  69   9  865
1477480592.338:   -891  69   9  865
1477480592.340:  -1074  69   9  865
1477480592.341:  -1266  69   9  865
1477480592.343:  -1439  69   9  865
1477480592.348:  -1585  69   9  865
1477480592.348:  -1717  69   9  865
1477480592.350:  -1857  69   9  865
1477480592.351:  -2003  69   9  865
1477480592.360:  -2135  69   9  865
1477480592.361:  -2237  69   9  865
1477480592.362:  -2314  69   9  865
1477480592.362:  -2378  69   9  865
1477480592.363:  -2431  69   9  865
1477480592.364:  -2460  69   9  865
1477480592.364:  -2457  69   9  865
1477480592.366:  -2429  69   9  865
1477480592.368:  -2392  69   9  865
1477480592.465:  -2349  69   9  865
1477480592.466:  -2290  69   9  865
1477480592.467:  -2209  69   9  865
1477480592.467:  -2112  69   9  865
1477480592.468:  -2008  69   9  865
1477480592.470:  -1898  69   9  865
1477480592.470:  -1780  69   9  865
1477480592.470:  -1655  69   9  865
1477480592.471:  -1529  69   9  865
1477480592.472:  -1399  69   9  865
1477480592.472:  -1257  69   9  865
1477480592.472:  -1103  69   9  865
1477480592.473:   -953  69   9  865
1477480592.484:   -827  69   9  865
1477480592.484:   -721  69   9  865
1477480592.484:   -617  69   9  865
1477480592.484:   -508  69   9  865
1477480592.484:   -406  69   9  865
1477480592.485:   -325  69   9  865
1477480592.486:   -261  69   9  865
1477480592.486:   -196  69   9  865
1477480592.487:   -122  69   9  865
1477480592.487:    -45  69   9  865
1477480592.488:     26  69   9  865
1477480592.488:     85  69   9  865
1477480592.488:    135  69   9  865
1477480592.488:    181  69   9  865
1477480592.488:    233  69   9  865
1477480592.489:    285  69   9  865
1477480592.489:    322  69   9  865
1477480592.489:    327  69   9  865
1477480592.489:    305  69   9  865
1477480592.490:    287  69   9  865
1477480592.490:    296  69   9  865
1477480592.490:    317  69   9  865
1477480592.491:    318  69   9  865
1477480592.491:    292  69   9  865
1477480592.491:    271  69   9  865
1477480592.491:    280  69   9  865
1477480592.491:    303  69   9  865
1477480592.492:    300  69   9  865
1477480592.492:    268  69   9  865
1477480592.492:    247  69   9  865
1477480592.492:    262  69   9  865
1477480592.492:    289  69   9  865
1477480592.493:    280  69   9  865
1477480592.493:    235  69   9  865
1477480592.493:    205  69   9  865
1477480592.493:    226  69   9  865
1477480592.493:    266  69   9  865
1477480592.494:    271  69   9  865
1477480592.494:    227  69   9  865
1477480592.494:    182  69   9  865
1477480592.494:    178  69   9  865
1477480592.496:    203  69   9  865
1477480592.513:    212  69   9  865
1477480592.513:    184  69   9  865
1477480592.513:    141  69   9  865
1477480592.513:    120  69   9  865
1477480592.514:    131  69   9  865
1477480592.514:    151  69   9  865
1477480592.514:    154  69   9  865
1477480592.514:    137  69   9  865
1477480592.514:    113  69   9  865
1477480592.514:    102  69   9  865
1477480592.514:    113  69   9  865
1477480592.515:    133  69   9  865
1477480592.515:    140  69   9  865
1477480592.515:    122  69   9  865
1477480592.515:     91  69   9  865
1477480592.515:     71  69   9  865
1477480592.515:     75  69   9  865
1477480592.515:     91  69   9  865
1477480592.518:     98  69   9  865
1477480592.518:     89  69   9  865
1477480592.518:     79  69   9  865
1477480592.520:     87  69   9  865
1477480592.520:    119  69   9  865
1477480592.523:    156  69   9  865
1477480592.525:    172  69   9  865
1477480592.532:    163  69   9  865
1477480592.540:    148  69   9  865
1477480592.541:    153  69   9  865
1477480592.542:    177  69   9  865
1477480592.542:    193  69   9  865
1477480592.543:    174  69   9  865
1477480592.543:    129  69   9  865
1477480592.544:     99  69   9  865
1477480592.544:    105  69   9  865
1477480592.546:    128  69   9  865
1477480592.548:    128  69   9  865
1477480592.549:     97  69   9  865
1477480592.551:     72  69   9  865
1477480592.562:     83  69   9  865
1477480592.562:    118  69   9  865
1477480592.562:    140  69   9  865
1477480592.562:    129  69   9  865
1477480592.562:    110  69   9  865
1477480592.562:    115  69   9  865
1477480592.564:    140  69   9  865
1477480592.566:    157  69   9  865
1477480592.572:    146  69   9  865
1477480592.572:    122  69   9  865
1477480592.576:    113  69   9  865
1477480592.577:    127  69   9  865
1477480592.577:    151  69   9  865
1477480592.581:    165  69   9  865
1477480592.582:    160  69   9  865
1477480592.585:    146  69   9  865
1477480592.586:    138  69   9  865
1477480592.588:    145  69   9  865
1477480592.588:    164  69   9  865
1477480592.591:    179  69   9  865
1477480592.592:    174  69   9  865
1477480592.595:    154  69   9  865
1477480592.612:    132  69   9  865
1477480592.613:    125  69   9  865
1477480592.614:    132  69   9  865
1477480592.615:    142  69   9  865
1477480592.615:    148  69   9  865
1477480592.616:    151  69   9  865
1477480592.617:    155  69   9  865
1477480592.617:    158  69   9  865
1477480592.618:    154  69   9  865
1477480592.618:    146  69   9  865
1477480592.619:    142  69   9  865
1477480592.620:    148  69   9  865
1477480592.621:    158  69   9  865
1477480592.623:    164  69   9  865
1477480592.633:    162  69   9  865
1477480592.633:    158  69   9  865
1477480592.633:    162  69   9  865
1477480592.633:    174  69   9  865
1477480592.633:    188  69   9  865
1477480592.636:    198  69   9  865
1477480592.637:    200  69   9  865
1477480592.641:    201  69   9  865
1477480592.642:    201  69   9  865
1477480592.643:    202  69   9  865
1477480592.644:    202  69   9  865
1477480592.646:    203  69   9  865
1477480592.650:    208  69   9  865
1477480592.651:    213  69   9  865
1477480592.652:    216  69   9  865
1477480592.659:    213  69   9  865
1477480592.660:    204  69   9  865
1477480592.661:    192  69   9  865
1477480592.661:    188  69   9  865
1477480592.663:    203  69   9  865
1477480592.663:    233  69   9  865
1477480592.665:    259  69   9  865
1477480592.666:    265  69   9  865
1477480592.669:    255  69   9  865
1477480592.673:    252  69   9  865
1477480592.674:    264  69   9  865
1477480592.685:    277  69   9  865
1477480592.686:    267  69   9  865
1477480592.686:    232  69   9  865
1477480592.687:    192  69   9  865
1477480592.688:    170  69   9  865
1477480592.689:    161  69   9  865
1477480592.690:    149  69   9  865
1477480592.690:    132  69   9  865
1477480592.691:    125  69   9  865
1477480592.692:    145  69   9  865
1477480592.694:    180  69   9  865
1477480592.696:    209  69   9  865
1477480592.704:    221  69   9  865
1477480592.704:    227  69   9  865
1477480592.705:    246  69   9  865
1477480592.706:    285  69   9  865
1477480592.707:    330  69   9  865
1477480592.710:    364  69   9  865
1477480592.710:    382  69   9  865
1477480592.713:    398  69   9  865
1477480592.714:    430  69   9  865
1477480592.719:    486  69   9  865
1477480592.720:    551  69   9  865
1477480592.722:    604  69   9  865
1477480592.724:    635  69   9  865
1477480592.738:    644  69   9  865
1477480592.739:    636  69   9  865
1477480592.739:    602  69   9  865
1477480592.740:    538  69   9  865
1477480592.740:    449  69   9  865
1477480592.741:    355  69   9  865
1477480592.741:    269  69   9  865
1477480592.742:    185  69   9  865
1477480592.742:    100  69   9  865
1477480592.743:     21  69   9  865
1477480592.744:    -37  69   9  865
1477480592.761:    -65  69   9  865
1477480592.761:    -76  69   9  865
1477480592.761:    -92  69   9  865
1477480592.762:   -124  69   9  865
1477480592.762:   -169  69   9  865
1477480592.762:   -217  69   9  865
1477480592.762:   -261  69   9  865
1477480592.762:   -302  69   9  865
1477480592.762:   -341  69   9  865
1477480592.764:   -375  69   9  865
1477480592.768:   -399  69   9  865
1477480592.769:   -411  69   9  865
1477480592.770:   -416  69   9  865
1477480592.771:   -414  69   9  865
1477480592.772:   -398  69   9  865
1477480592.775:   -361  69   9  865
1477480592.777:   -308  69   9  865
1477480592.783:   -259  69   9  865
1477480592.785:   -223  69   9  865
1477480592.787:   -180  69   9  865
1477480592.788:   -103  69   9  865
1477480592.789:      9  69   9  865
1477480592.806:    123  69   9  865
1477480592.806:    206  69   9  865
1477480592.807:    260  69   9  865
1477480592.807:    316  69   9  865
1477480592.807:    388  69   9  865
1477480592.807:    457  69   9  865
1477480592.807:    493  69   9  865
1477480592.808:    492  69   9  865
1477480592.808:    477  69   9  865
1477480592.809:    468  69   9  865
1477480592.810:    464  69   9  865
1477480592.813:    460  69   9  865
1477480592.817:    461  69   9  865
1477480592.817:    475  69   9  865
1477480592.830:    493  69   9  865
1477480592.830:    501  69   9  865
1477480592.831:    492  69   9  865
1477480592.831:    482  69   9  865
1477480592.831:    482  69   9  865
1477480592.831:    486  69   9  865
1477480592.832:    478  69   9  865
1477480592.832:    460  69   9  865
1477480592.833:    448  69   9  865
1477480592.833:    449  69   9  865
1477480592.836:    451  69   9  865
1477480592.838:    436  69   9  865
1477480592.842:    417  69   9  865
1477480592.842:    416  69   9  865
1477480592.844:    429  69   9  865
1477480592.845:    427  69   9  865
1477480592.859:    386  69   9  865
1477480592.859:    319  69   9  865
1477480592.859:    258  69   9  865
1477480592.860:    206  69   9  865
1477480592.860:    150  69   9  865
1477480592.861:     98  69   9  865
1477480592.861:    115  69   9  865
1477480592.862:    270  69   9  865
1477480592.863:    553  69   9  865
1477480592.864:    839  69   9  865
1477480592.867:    960  69   9  865
1477480592.873:    845  69   9  865
1477480592.874:    576  69   9  865
1477480592.874:    289  69   9  865
1477480592.877:     20  69   9  865
1477480592.878:   -377  69   9  865
1477480592.880:  -1158  69   9  865
1477480592.882:  -2515  69   9  865
1477480592.884:  -4491  69   9  865
1477480592.887:  -7012  69   9  865
1477480592.888:  -9923  69   9  865
1477480592.893: -12994  69   9  865
1477480592.916: -15913  69   9  865
1477480592.917: -18367  69   9  865
1477480592.917: -20166  69   9  865
1477480592.917: -21227  69   9  865
1477480592.917: -21428  69   9  865
1477480592.917: -20522  69   9  865
1477480592.918: -18311  69   9  865
1477480592.918: -14960  69   9  865
1477480592.918: -11072  69   9  865
1477480592.919:  -7381  69   9  865
1477480592.920:  -4308  69   9  864
1477480592.921:  -1843  69   9  864
1477480592.921:    185  69   9  864
1477480592.922:   1778  69   9  864
1477480592.922:   2762  69   9  864
1477480592.922:   3040  69   9  864
1477480592.922:   2797  69   9  864
1477480592.924:   2409  69   9  864
1477480592.928:   2197  69   9  864
1477480592.928:   2267  69   9  864
1477480592.929:   2571  69   9  864
1477480592.932:   3034  69   9  864
1477480592.938:   3599  69   9  864
1477480592.938:   4186  69   9  864
1477480592.950:   4669  69   9  864
1477480592.950:   4932  69   9  864
1477480592.950:   4943  69   9  864
1477480592.951:   4778  69   9  864
1477480592.951:   4572  69   9  864
1477480592.951:   4423  69   9  864
1477480592.951:   4354  69   9  864
1477480592.952:   4345  69   9  864
1477480592.953:   4378  69   9  864
1477480592.955:   4443  69   9  864
1477480592.957:   4527  69   9  864
1477480592.960:   4588  69   9  864
1477480592.965:   4575  69   9  864
1477480592.965:   4471  69   9  864
1477480592.966:   4309  69   9  864
1477480592.969:   4147  69   9  864
1477480592.969:   4034  69   9  864
1477480592.971:   3978  69   9  864
1477480592.987:   3957  69   9  864
1477480592.987:   3937  69   9  864
1477480592.987:   3892  69   9  864
1477480592.987:   3826  69   9  864
1477480592.988:   3754  69   9  864
1477480592.988:   3685  69   9  864
1477480592.988:   3601  69   9  864
1477480592.988:   3490  69   9  864
1477480592.992:   3369  69   9  864
1477480592.992:   3286  69   9  864
1477480592.993:   3264  69   9  864
1477480592.995:   3279  69   9  864
1477480592.996:   3268  69   9  864
1477480592.999:   3203  69   9  864
1477480593.001:   3116  69   9  864
1477480593.005:   3058  69   9  864
1477480593.005:   3033  69   9  864
1477480593.007:   2999  69   9  864
1477480593.008:   2924  69   9  864
1477480593.012:   2831  69   9  864
1477480593.012:   2768  69   9  864
1477480593.015:   2748  69   9  864
1477480593.019:   2731  69   9  864
1477480593.019:   2680  69   9  864
1477480593.033:   2608  69   9  864
1477480593.034:   2561  69   9  864
1477480593.034:   2556  69   9  864
1477480593.035:   2554  69   9  864
1477480593.035:   2513  69   9  864
1477480593.036:   2440  69   9  864
1477480593.037:   2380  69   9  864
1477480593.038:   2362  69   9  864
1477480593.038:   2354  69   9  864
1477480593.039:   2316  69   9  864
1477480593.040:   2248  69   9  864
1477480593.043:   2186  69   9  864
1477480593.043:   2154  69   9  864
1477480593.046:   2131  69   9  864
1477480593.048:   2095  69   9  864
1477480593.054:   2053  69   9  864
1477480593.056:   2036  69   9  864
1477480593.056:   2046  69   9  864
1477480593.057:   2051  69   9  864
1477480593.060:   2025  69   9  864
1477480593.075:   1977  69   9  864
1477480593.076:   1944  69   9  864
1477480593.076:   1933  69   9  864
1477480593.076:   1926  69   9  864
1477480593.077:   1898  69   9  864
1477480593.077:   1857  69   9  864
1477480593.077:   1819  69   9  864
1477480593.077:   1790  69   9  864
1477480593.077:   1764  69   9  864
1477480593.079:   1746  69   9  864
1477480593.079:   1743  69   9  864
1477480593.080:   1751  69   9  864
1477480593.082:   1748  69   9  864
1477480593.084:   1713  69   9  864
1477480593.094:   1655  69   9  864
1477480593.094:   1599  69   9  864
1477480593.094:   1564  69   9  864
1477480593.095:   1546  69   9  864
1477480593.095:   1525  69   9  864
1477480593.096:   1495  69   9  864
1477480593.100:   1462  69   9  864
1477480593.101:   1439  69   9  864
1477480593.102:   1433  69   9  864
1477480593.105:   1436  69   9  864
1477480593.106:   1438  69   9  864
1477480593.108:   1427  69   9  864
1477480593.111:   1399  69   9  864
1477480593.112:   1362  69   9  864
1477480593.113:   1328  69   9  864
1477480593.119:   1301  69   9  864
1477480593.119:   1277  69   9  864
1477480593.121:   1251  69   9  864
1477480593.122:   1225  69   9  864
1477480593.125:   1205  69   9  864
1477480593.162:   1191  69   9  864
1477480593.163:   1177  69   9  864
1477480593.164:   1159  69   9  864
1477480593.165:   1143  69   9  864
1477480593.166:   1131  69   9  864
1477480593.166:   1124  69   9  864
1477480593.167:   1111  69   9  864
1477480593.168:   1092  69   9  864
1477480593.169:   1075  69   9  864
1477480593.172:   1068  69   9  864
1477480593.174:   1069  69   9  864
1477480593.175:   1065  69   9  864
1477480593.188:   1051  69   9  864
1477480593.188:   1033  69   9  864
1477480593.188:   1021  69   9  864
1477480593.188:   1016  69   9  864
1477480593.189:   1010  69   9  864
1477480593.189:   1001  69   9  864
1477480593.189:    991  69   9  864
1477480593.189:    980  69   9  864
1477480593.190:    968  69   9  864
1477480593.190:    956  69   9  864
1477480593.190:    950  69   9  864
1477480593.190:    956  69   9  864
1477480593.190:    969  69   9  864
1477480593.191:    977  69   9  864
1477480593.191:    977  69   9  864
1477480593.191:    974  69   9  864
1477480593.191:    977  69   9  864
1477480593.191:    984  69   9  864
1477480593.192:    982  69   9  864
1477480593.192:    969  69   9  864
1477480593.192:    951  69   9  864
1477480593.192:    934  69   9  864
1477480593.193:    913  69   9  864
1477480593.194:    880  69   9  864
1477480593.197:    838  69   9  864
1477480593.201:    801  69   9  864
1477480593.202:    776  69   9  864
1477480593.204:    759  69   9  864
1477480593.205:    735  69   9  864
1477480593.207:    700  69   9  864
1477480593.208:    665  69   9  864
1477480593.211:    641  69   9  864
1477480593.216:    626  69   9  864
1477480593.216:    608  69   9  864
1477480593.217:    579  69   9  864
1477480593.218:    537  69   9  864
1477480593.220:    492  69   9  864
1477480593.300:    448  69   9  864
1477480593.301:    403  69   9  864
1477480593.301:    351  69   9  864
1477480593.301:    286  69   9  864
1477480593.301:    211  69   9  864
1477480593.301:    130  69   9  864
1477480593.301:     44  69   9  864
1477480593.302:    -54  69   9  864
1477480593.302:   -172  69   9  864
1477480593.302:   -304  69   9  864
1477480593.302:   -437  69   9  864
1477480593.302:   -564  69   9  864
1477480593.302:   -695  69   9  864
1477480593.303:   -846  69   9  864
1477480593.303:  -1012  69   9  864
1477480593.303:  -1170  69   9  864
1477480593.304:  -1302  69   9  864
1477480593.354:  -1416  69   9  864
1477480593.354:  -1530  69   9  864
1477480593.354:  -1652  69   9  864
1477480593.355:  -1765  69   9  864
1477480593.355:  -1849  69   9  864
1477480593.355:  -1900  69   9  864
1477480593.355:  -1929  69   9  864
1477480593.356:  -1943  69   9  864
1477480593.356:  -1942  69   9  864
1477480593.356:  -1926  69   9  864
1477480593.356:  -1899  69   9  864
1477480593.359:  -1859  69   9  864
1477480593.360:  -1799  69   9  864
1477480593.360:  -1715  69   9  864
1477480593.361:  -1622  69   9  864
1477480593.363:  -1544  69   9  864
1477480593.363:  -1481  69   9  864
1477480593.365:  -1411  69   9  864
1477480593.386:  -1316  69   9  864
1477480593.387:  -1206  69   9  864
1477480593.387:  -1108  69   9  864
1477480593.388:  -1028  69   9  864
1477480593.388:   -945  69   9  864
1477480593.390:   -834  69   9  864
1477480593.392:   -702  69   9  864
1477480593.393:   -576  69   9  864
1477480593.395:   -475  69   9  864
1477480593.395:   -391  69   9  864
1477480593.395:   -304  69   9  864
1477480593.397:   -207  69   9  864
1477480593.397:   -116  69   9  864
1477480593.398:    -45  69   9  864
1477480593.399:      4  69   9  864
1477480593.400:     41  69   9  864
1477480593.401:     75  69   9  864
1477480593.401:    110  69   9  864
1477480593.402:    144  69   9  864
1477480593.402:    176  69   9  864
1477480593.402:    204  69   9  864
1477480593.402:    228  69   9  864
1477480593.403:    249  69   9  864
1477480593.403:    267  69   9  864
1477480593.404:    281  69   9  864
1477480593.404:    286  69   9  864
1477480593.404:    283  69   9  864
1477480593.404:    280  69   9  864
1477480593.405:    280  69   9  864
1477480593.405:    280  69   9  864
1477480593.405:    271  69   9  864
1477480593.405:    256  69   9  864
1477480593.406:    245  69   9  864
1477480593.406:    244  69   9  864
1477480593.406:    250  69   9  864
1477480593.406:    251  69   9  864
1477480593.407:    241  69   9  864
1477480593.407:    229  69   9  864
1477480593.407:    226  69   9  864
1477480593.407:    235  69   9  864
1477480593.408:    248  69   9  864
1477480593.408:    254  69   9  864
1477480593.408:    254  69   9  864
1477480593.408:    251  69   9  864
1477480593.409:    249  69   9  864
1477480593.409:    249  69   9  864
1477480593.409:    251  69   9  864
1477480593.409:    251  69   9  864
1477480593.410:    248  69   9  864
1477480593.410:    245  69   9  864
1477480593.410:    246  69   9  864
1477480593.411:    255  69   9  864
1477480593.411:    273  69   9  864
1477480593.412:    298  69   9  864
1477480593.412:    322  69   9  864
1477480593.412:    341  69   9  864
1477480593.412:    354  69   9  864
1477480593.412:    362  69   9  864
1477480593.413:    370  69   9  864
1477480593.413:    381  69   9  864
1477480593.413:    394  69   9  864
1477480593.414:    406  69   9  864
1477480593.414:    411  69   9  864
1477480593.415:    411  69   9  864
1477480593.417:    409  69   9  864
1477480593.418:    416  69   9  864
1477480593.433:    435  69   9  864
1477480593.433:    460  69   9  864
1477480593.434:    486  69   9  864
1477480593.434:    503  69   9  864
1477480593.435:    509  69   9  864
1477480593.435:    506  69   9  864
1477480593.435:    508  69   9  864
1477480593.436:    521  69   9  864
1477480593.439:    544  69   9  864
1477480593.439:    562  69   9  864
1477480593.450:    565  69   9  864
1477480593.451:    556  69   9  864
1477480593.451:    550  69   9  864
1477480593.451:    556  69   9  864
1477480593.452:    571  69   9  864
1477480593.452:    580  69   9  864
1477480593.452:    575  69   9  864
1477480593.454:    560  69   9  864
1477480593.458:    550  69   9  864
1477480593.459:    551  69   9  864
1477480593.460:    559  69   9  864
1477480593.463:    565  69   9  864
1477480593.465:    568  69   9  864
1477480593.467:    574  69   9  864
1477480593.468:    587  69   9  864
1477480593.473:    599  69   9  864
1477480593.473:    601  69   9  864
1477480593.474:    590  69   9  864
1477480593.478:    577  69   9  864
1477480593.480:    574  69   9  864
1477480593.480:    577  69   9  864
1477480593.482:    577  69   9  864
1477480593.483:    568  69   9  864
1477480593.485:    560  69   9  864
1477480593.487:    562  69   9  864
1477480593.490:    574  69   9  864
1477480593.494:    586  69   9  864
1477480593.494:    587  69   9  864
1477480593.506:    583  69   9  864
1477480593.507:    583  69   9  864
1477480593.507:    592  69   9  864
1477480593.508:    598  69   9  864
1477480593.508:    590  69   9  864
1477480593.509:    564  69   9  864
1477480593.509:    538  69   9  864
1477480593.511:    528  69   9  864
1477480593.528:    533  69   9  864
1477480593.528:    535  69   9  864
1477480593.528:    518  69   9  864
1477480593.528:    494  69   9  864
1477480593.529:    488  69   9  864
1477480593.529:    509  69   9  864
1477480593.529:    537  69   9  864
1477480593.529:    543  69   9  864
1477480593.530:    527  69   9  864
1477480593.530:    516  69   9  864
1477480593.530:    530  69   9  864
1477480593.533:    556  69   9  864
1477480593.536:    563  69   9  864
1477480593.539:    543  69   9  864
1477480593.542:    519  69   9  864
1477480593.543:    521  69   9  864
1477480593.544:    545  69   9  864
1477480593.545:    565  69   9  864
1477480593.549:    560  69   9  864
1477480593.549:    540  69   9  864
1477480593.551:    528  69   9  864
1477480593.554:    532  69   9  864
1477480593.567:    538  69   9  864
1477480593.569:    528  69   9  864
1477480593.569:    506  69   9  864
1477480593.570:    490  69   9  864
1477480593.571:    487  69   9  864
1477480593.572:    494  69   9  864
1477480593.572:    497  69   9  864
1477480593.573:    494  69   9  864
1477480593.574:    494  69   9  864
1477480593.575:    498  69   9  864
1477480593.575:    502  69   9  864
1477480593.576:    498  69   9  864
1477480593.588:    490  69   9  864
1477480593.589:    487  69   9  864
1477480593.595:    490  69   9  864
